USD,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMW,ZWL
1,3.6725,70.219,87.8716,386.8652,1.79,918.0709,1135.5,1.5611,1.79,1.7002,1.7474,2.0,121.5414,1.7475,0.376,2971.5911,1.0,1.2975,6.9262,5.6394,1.0,85.5508,13.5917,3.0355,2.0,1.3969,2879.9519,0.8362,942.2963,7.2077,4209.0442,507.6685,24.0,98.5137,22.2731,177.721,6.6653,58.8393,133.2762,50.1559,15.0,133.9884,0.8934,2.2634,0.752,6.6655,0.7521,2.741,0.752,12.4437,0.752,72.6941,8700.4833,7.6861,209.1994,7.8062,25.9958,6.7315,130.7259,360.1318,16505.7014,3.5508,0.752,85.5509,1308.5527,42012.0439,129.344,0.752,159.1644,0.709,145.7184,129.1921,87.3976,3995.2967,1.5611,439.5373,1396.9921,0.3074,0.8333,510.9322,21762.0132,89500.0,298.3676,200.2118,18.039,5.5171,9.2906,17.4074,4503.8612,54.9427,2102.5648,3585.8974,8.0403,39.8432,45.9728,15.4626,1742.0249,19.4558,4.283,63.893,18.039,1600.8067,36.7972,10.4197,136.8813,1.7021,0.3845,1.0,3.6785,4.12,55.7782,281.8218,3.7899,8031.3875,3.64,4.5553,104.7207,80.2222,1455.4865,3.75,8.5506,14.5799,511.6461,9.735,1.2975,0.752,22.7481,22748.0773,571.2987,36.493,4564.3683,21.889,12934.6373,18.039,33.25,10.3969,3.4998,3.0192,2.3768,38.7906,6.7852,1.5611,30.089,2681.7336,41.4839,3656.8263,41.7141,12955.7779,94.3241,25930.005,119.7097,2.7694,586.0498,2.7,1.79,0.7405,586.0498,106.6144,244.4622,18.0383,26.6514,26.864
